TimeDateStamp,rsrc_Misc_VirtualSize,text_Misc_VirtualSize,rsrc_PointerToRawData,MajorLinkerVersion,AddressOfEntryPoint,text_SizeOfRawData,DllCharacteristics,SizeOfCode,SizeOfInitializedData,rsrc_SizeOfRawData,rsrc_VirtualAddress,SizeOfImage,mscoree.dll,reloc_PointerToRawData,SectionAlignment,kernel32.dll,msvbvm60.dll,reloc_VirtualAddress,FileAlignment,user32.dll,data_Characteristics,reloc_Characteristics,SizeOfHeaders,gdi32.dll,Characteristics,rdata_Characteristics,mfc42.dll,CheckSum,e_lfanew,winmm.dll,Subsystem,rsrc_Characteristics,MajorSubsystemVersion,NumberOfSections,msvcrt.dll,data_Misc_VirtualSize,advapi32.dll,oleaut32.dll,MajorOperatingSystemVersion,data_SizeOfRawData,data_PointerToRawData,data_VirtualAddress,shell32.dll,ole32.dll,comctl32.dll,shlwapi.dll,version.dll,rdata_PointerToRawData,text_PointerToRawData,rdata_VirtualAddress,MajorImageVersion,MinorSubsystemVersion,text_Characteristics,MinorLinkerVersion,reloc_SizeOfRawData,rdata_Misc_VirtualSize,comdlg32.dll,SizeOfUninitializedData,SizeOfOptionalHeader,Magic,reloc_Misc_VirtualSize,rdata_SizeOfRawData,msvcr90.dll,idata_Characteristics,winspool.drv,MinorOperatingSystemVersion,winhttp.dll,e_minalloc,msvcp90.dll,tls_Characteristics,ncrypt.dll,gdiplus.dll,Machine,e_cp,bss_Characteristics,pdata_Characteristics,e_ovno,text_VirtualAddress,oledlg.dll,idata_SizeOfRawData,e_cblp,ImageBase,oleacc.dll,BaseOfCode,idata_Misc_VirtualSize,e_maxalloc,shfolder.dll,NumberOfRvaAndSizes,msimg32.dll,e_csum,SizeOfStackReserve,MinorImageVersion,e_ip,idata_PointerToRawData,ws2_32.dll,psapi.dll,imagehlp.dll,idata_VirtualAddress,tls_PointerToRawData,tls_Misc_VirtualSize,libintl-8.dll,bss_VirtualAddress,e_ss,crypt32.dll,urlmon.dll,wsock32.dll,tls_VirtualAddress,tls_SizeOfRawData,libgimpbase-2.0-0.dll,wininet.dll,e_lfarlc,netapi32.dll,SizeOfHeapReserve,e_oeminfo,libgimp-2.0-0.dll,msys-1.0.dll,e_cs,bss_Misc_VirtualSize,bss_PointerToRawData,bss_SizeOfRawData,mpr.dll,msvcr110.dll,e_crlc,e_oemid,libgobject-2.0-0.dll,userenv.dll,msys-intl-8.dll,cabinet.dll,libglib-2.0-0.dll,ntdll.dll,e_cparhdr,pdata_SizeOfRawData,api-ms-win-core-sysinfo-l1-2-1.dll,wtsapi32.dll,api-ms-win-core-processthreads-l1-1-2.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-errorhandling-l1-1-1.dll,rpcrt4.dll,setupapi.dll,api-ms-win-core-profile-l1-1-0.dll,libgtk-win32-2.0-0.dll,e_sp,pdata_PointerToRawData,NumberOfSymbols,iphlpapi.dll,PointerToSymbolTable,api-ms-win-crt-runtime-l1-1-0.dll,pdata_Misc_VirtualSize,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-core-synch-l1-1-0.dll,libgimpui-2.0-0.dll,imm32.dll,bcrypt.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,odbc32.dll,vcruntime140.dll,uxtheme.dll,libgimpwidgets-2.0-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,SizeOfHeapCommit,api-ms-win-core-string-l1-1-0.dll,rsrc_PointerToLinenumbers,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-crt-math-l1-1-0.dll,pdata_VirtualAddress,pdh.dll,api-ms-win-crt-heap-l1-1-0.dll,reloc_PointerToLinenumbers,api-ms-win-crt-locale-l1-1-0.dll,msvcp60.dll,mswsock.dll,msvcr120.dll,url.dll,msvcp140.dll,text_PointerToLinenumbers,api-ms-win-core-processthreads-l1-1-1.dll,api-ms-win-core-debug-l1-1-0.dll,edata_Characteristics,msacm32.dll,edata_SizeOfRawData,resutils.dll,secur32.dll,api-ms-win-core-util-l1-1-0.dll,api-ms-win-core-localization-l1-2-0.dll,api-ms-win-core-interlocked-l1-1-0.dll,mscms.dll,api-ms-win-core-rtlsupport-l1-2-0.dll,edata_Misc_VirtualSize,msvcp120.dll,opengl32.dll,api-ms-win-core-localization-l1-2-1.dll,api-ms-win-core-handle-l1-1-0.dll,wsnmp32.dll,msvcr100.dll,edata_PointerToRawData,api-ms-win-crt-string-l1-1-0.dll,edata_VirtualAddress,olepro32.dll,platignorecontentasserts,unlink,chmod,tanh,uuidtostringa,requirekeyvaluessystem,close,openclipboard,uuidcreate,getdmelementtypesymbolmap,write,utime,emptyclipboard,geterrormessagemodule,gimprgbsetuchar,findnextfilea,getace,gimpdrawablepreviewgettype,gimphsvset,findfirstfileexa,isvalidsecuritydescriptor,geteuid,gimppreviewareadraw,getdesktopwindow,registertraceguidsa,platisindebugsessionraw,opendir,platchecksdl,closeclipboard,platgetostype,terminatethread,setclipboarddata,gimpselectionisempty,globalsize,platgetmodulefilename,getsecuritydescriptorgroup,fileno,getaclinformation,regopenkeyexa,getshortpathnamea,fputs,fread,fputc,regsetvalueexw,regqueryvalueexa,gettraceenablelevel,regclosekey,setsecuritydescriptorgroup,lseek,closedir,isatty,globalunlock,globalalloc,fflush,uuidfromstringa,gimphsvtorgb,gmtime,resumethread,randomint,platdisableiobuffering,rpcstringfreea,gimprectangleintersect,localtime,comparestringw,sigaction,getoemcp,getlongpathnamea,localfree,vstripfilename,strcpy,cairostroke,queryperformancecounter,opensemaphorea,platloadmodule,vcomposefilename,putchar,gdkwindowcleararea,vstrncpy,chown,abort,read,vgetfileextension,setenvironmentvariablea,cygwinconvtoposixpath,vsplitstringyaxpebd0aeavcutlvectorpeadvcutlmemorypeadhz,puts,vstripextension,vmakeabsolutepath,chdir,findfirstfilew,vsscanf,assert,globallock,vvsnprintfret,readdir,thread32next,getsecurityinfo,pathremovefilespecw,raise,cairodestroy,gimppreviewareagettype,lstrlena,pclose,vstriptrailingslash,process32nextw,getsystemtimeasfiletime,getmodulefilenamew,gimppreviewareanew,gtkscalenew,isdbcsleadbyte,waitnamedpipea,vstrncat,getsidsubauthority,mbcurmax,vstristrfastyapebdpebd0z,createthread,gimpdrawableupdate,vvsnprintf,pathconf,putc,popen,createtoolhelp32snapshot,convertstringsecuritydescriptortosecuritydescriptorw,vunqualifiedfilename,vstricmpfast,registertypelib,lookupprivilegevaluea,gimpgradientgetuniformsamples,openprocesstoken,lstrcmpia,setsecuritydescriptorsacl,vstriplastdir,gdkcairosetsourcecolor,setsecurityinfo,createeventw,gettraceenableflags,makeselfrelativesd,istextunicode,regopenkeyexw,isvalidsid,getsidlengthrequired,unregistertypelib,vstrsubst,gdkeventrequestmotions,platisintestmode,localalloc,platshouldcollectminidumpsforfatalerrors,lcmapstringex,cairotranslate,getconsolemode,rtllookupfunctionentry,loadregtypelib,couninitialize,encodepointer,rtlcapturecontext,msg,openthread,outputdebugstringw,gettickcount,varui4fromstr,flsalloc,ctype,makeabsolutesd,gimpimagegetselection,gettraceloggerhandle,flushfilebuffers,gdkcairocreate,getexplicitentriesfromacla,writeconsolew,gimphelpconnect,initializecriticalsectionex,platloadsdl,gimptilecachentiles,loadlibrarya,wgetcwd,initializecriticalsection,dup,setassertionprompt,loggingsystemregisterbackdoorlogginglistener,time,keyvaluessystem,sigprocmask,module32nextw,adjusttokenprivileges,openservicew,vmakerelativepath,loggingsystemresetbackdoorloggingstate,loggingsystemcurrentstateindex,queryservicestatus,sigaddset,getfileattributesw,getfilesize,lockresource,setthreadpriority,vstrtoui64,initializesecuritydescriptor,sprintf,setfilepointerex,sigemptyset,calloc
1328957806,2104,160008,172032,10,103120,160256,33088,160256,75264,2560,245760,253952,0,174592,4096,1,0,249856,512,0,3221225536,1107296320,1024,0,34,0,0,213296,320,0,3,1073741888,5,6,0,64600,1,0,6,4096,161280,167936,0,0,0,0,0,0,1024,0,6,2,1610612768,10,1024,0,0,0,240,523,704,0,0,0,0,1,0,0,0,0,0,0,34404,3,0,1073741888,0,4096,0,0,144,4294967296,0,4096,0,65535,0,16,0,0,2097152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6144,0,0,0,0,0,0,0,0,0,184,165376,0,0,0,0,5688,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,233472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
